,0
华南理工大学,2
电子科技大学教务处,2
上海交通大学慕课研究院,1
河西学院,1
沈阳化工大学,1
江苏科技大学,1
桂林电子科技大学,1
桂林理工大学地球科学学院,1
教育部高等教育司,1
教育部高等学校经济学类专业教学指导委员会,1
教育部高等学校化工类专业教学指导委员会,1
教育部,1
扬州大学,1
广西师范学院,1
广东省教育厅高等教育处,1
广东省教育厅,1
常州大学周有光语言文化学院,1
山东大学化学与化工学院,1
安徽师范大学文学院,1
安徽工程大学艺术学院,1
安徽大学历史系,1
天津市教育委员会高等教育处,1
大连海洋大学,1
大连海事大学,1
复旦大学外国语言文学学院,1
河北大学历史学院考古系,1
浙江万里学院文化与传播学院,1
四川大学轻纺与食品学院,1
浙江师范大学,1
高等教育出版社,1
首都师范大学文学院,1
陕西理工大学文学院,1
陕西师范大学,1
贵州理工学院,1
西安电子科技大学,1
西安交通大学第一附属医院教学部,1
西南大学,1
西南交通大学,1
西北政法大学,1
西北大学研究生院,1
福建师范大学教师教育学院,1
皖西学院法学院,1
湖南工业大学计算机学院,1
湖南商学院,1
湖北工业大学经济与管理学院公共管理系,1
清华大学电机系,1
清华大学教育研究院,1
深圳大学MOOC办公室,1
浙江金融职业学院党委,1
浙江科技学院理学院,1
四川大学马克思主义学院,1
四川大学数学学院,1
上海交通大学物理与天文学院,1
北京工业大学经济与管理学院,1
北京大学哲学系,1
北京大学信息科学技术学院,1
北京大学中国语言学研究中心/中文系,1
北京交通大学教务处教研科,1
中山大学外国语学院,1
中央财经大学金融学院,1
中国高等教育学会,1
中国政法大学法律史学研究院,1
中国政法大学,1
中国工程院,1
中国传媒大学新闻传播学部,1
中国人民大学考古文博系,1
中国人民大学法学院,1
中国人民大学商学院会计系,1
中共福建省委教育工委,1
东南大学物理学院,1
东南大学实验室与设备管理处,1
上海财经大学公共经济与管理学院,1
上海海洋大学海洋文化与法律学院,1
上海师范大学哲学与法政学院,1
上海大学继续教育学院,1
北京工业大学教师教学发展中心工作委员会,1
北京理工大学自动化学院,1
四川大学商学院,1
北京航空航天大学马克思主义学院,1
哈尔滨工业大学(威海)计算机学院,1
哈尔滨工业大学,1
同济大学生物信息学系,1
吉林大学法学院,1
吉林农业大学教师教学发展中心,1
吉林农业大学,1
南通大学,1
南开大学文学院,1
南开大学化学学院化学系,1
南京林业大学高等教育研究所,1
南京林业大学外国语学院,1
南京师范大学商学院,1
南京工业大学,1
南京大学软件学院,1
南京大学教育研究院,1
南京大学教务处,1
南京农业大学公共管理学院,1
南京农业大学,1
华南农业大学,1
华北电力大学(保定)工程训练中心,1
北京语言大学人文学部,1
高等教育出版社党委,1
